,apartment_name,build_year,area,floor,dong,road_name,road_name_bonbun,jibun,deal_amount,deal_day
1599,대우그린1,1997,84.95,15, 대연동,황령대로319번가길,00190,245,"    28,500",2022.3.27
1600,대우그린1,1997,59.99,12, 대연동,황령대로319번가길,00190,245,"    18,500",2022.3.27
1601,부산대연동푸르지오,2005,73.13,10, 대연동,수영로325번길,00012,93-3,"    57,000",2022.3.28
1602,대우그린2,2000,59.79,18, 대연동,황령대로319번가길,00189,242-1,"    19,500",2022.3.29
1603,대연힐스테이트푸르지오,2013,102.38,8, 대연동,수영로,00345,1858,"   133,500",2022.3.29
1604,청구,2001,140.14,11, 대연동,황령대로319번가길,00110,243-23,"    52,000",2022.3.30
1605,대연동에스케이뷰,2007,147.0538,17, 대연동,진남로,00159,1773-1,"    57,000",2022.3.30
1606,대동아이파크,2015,67.22,5, 대연동,진남로46번길,00061,1482-1,"    27,800",2022.3.31
1607,대연롯데캐슬레전드1단지,2018,84.98,1, 대연동,수영로,00135,1872,"    83,900",2022.3.31
1608,엘지메트로시티4-1(201-214),2003,196.858,7, 용호동,분포로,00113,176-30,"   119,800",2022.3.1
1609,오륙도에스케이뷰,2008,174.107,14, 용호동,오륙도로,00085,944,"   106,000",2022.3.2
1610,현대비치,1997,52.29,10, 용호동,용호로42번길,00014,181-1,"    31,500",2022.3.5
1611,오륙도에스케이뷰,2008,174.107,1, 용호동,오륙도로,00085,944,"    84,000",2022.3.5
1612,경동,1992,83.68,12, 용호동,동명로,00202,519-5,"    21,500",2022.3.8
1613,엘지메트로시티1,2001,144.48,12, 용호동,분포로,00111,176-30,"    89,900",2022.3.8
1614,롯데캐슬아인스,2007,84.898,11, 용호동,용호로231번길,00062,776-12,"    34,700",2022.3.9
1615,경동,1992,70.6,11, 용호동,동명로,00202,519-5,"    17,500",2022.3.12
1616,분포맨션(나),1984,74.25,2, 용호동,용호로109번길,00010,368-17,"    33,000",2022.3.12
1617,용호동일신님(林)Ⅱ,2006,59.9653,4, 용호동,용호로,00038,179-9,"    37,000",2022.3.14
1618,범양레우스센트럴베이,2020,73.9,18, 초량동,초량중로,00114,1226,"    68,000",2022.3.5
1619,범양레우스센트럴베이,2020,84.9473,30, 초량동,초량중로,00114,1226,"    50,500",2022.3.7
1620,남평N-CITY,2016,55.7382,7, 초량동,중앙대로308번길,00007,1156-4,"    19,000",2022.3.10
1621,전원파크맨션아파트,1985,76.32,6, 초량동,망양로,00475,890-1,"    11,900",2022.3.19
1622,화신1,1986,44.28,3, 초량동,망양로,00516,865-166,"     9,800",2022.3.23
1623,부산역유림줄리엣,2014,27.0462,10, 초량동,중앙대로274번길,00007,1165-11,"    12,000",2022.3.23
1624,범양레우스센트럴베이,2020,84.9654,34, 초량동,초량중로,00114,1226,"    77,500",2022.3.29
1625,수정,1962,36.36,5, 수정동,수정공원남로,00066,1161-7,"     9,800",2022.3.1
1626,필우파크,1989,51.3,6, 수정동,수정공원로,00036,773-1,"     6,300",2022.3.4
1627,덕림아파트,1978,59.31,4, 수정동,망양로668번길,00028,1048-4,"    12,500",2022.3.5
1628,협성파크,1989,55.89,2, 수정동,수정공원로,00055,771-11,"     9,000",2022.3.14
1629,협성휴포레부산진역오션뷰,2019,69.5108,10, 수정동,중앙대로,00357,1352,"    69,900",2022.3.16
1630,청광,1995,76.5,12, 수정동,수정공원남로,00077,1162-1,"    15,000",2022.3.20
1631,수정,1962,36.36,2, 수정동,수정공원남로,00062,1161-7,"    10,500",2022.3.29
1632,동원드림타운,2002,80.4723,13, 좌천동,고관로,00173,808,"    32,500",2022.3.3
1633,두산위브범일뉴타운,2006,84.9959,8, 좌천동,성남일로,00005,1168,"    48,000",2022.3.8
1634,좌천서린엘마르더뷰,2018,53.7522,6, 좌천동,망양로,00850,1170,"    24,500",2022.3.11
1635,좌천시민(741-1),1962,36.4,3, 좌천동,성북로22번길,00017,741-1,"     2,800",2022.3.21
1636,좌천서린엘마르더뷰,2018,53.7522,11, 좌천동,망양로,00850,1170,"    25,500",2022.3.28
1637,두산위브범일뉴타운,2006,84.9959,21, 좌천동,성남일로,00005,1168,"    43,500",2022.3.29
1638,오션브릿지,2018,84.98,7, 범일동,범일로,00041,1655,"    57,000",2022.3.11
1639,오션브릿지,2018,84.98,43, 범일동,범일로,00041,1655,"    58,500",2022.3.19
1640,봄여름가을겨울,2013,84.982,18, 범일동,자성로133번길,00046,830-77,"    34,500",2022.3.21
1641,한성기린,1997,60,24, 범일동,중앙대로,00514,62-720,"    18,800",2022.3.23
1642,오션브릿지,2018,59.92,36, 범일동,범일로,00041,1655,"    52,000",2022.3.23
1643,성무아이반스타,2018,49.57,14, 범일동,정공단로,00047,154,"    19,700",2022.3.26
1644,오션브릿지,2018,84.98,5, 범일동,범일로,00041,1655,"    59,500",2022.3.26
1645,두산위브포세이돈2,2006,127.24,8, 범일동,자성로116번길,00002,825-7,"    60,000",2022.3.29
1646,동남타워,1992,56.12,11, 명장동,시실로,00156,517-2,"    14,800",2022.3.9
1647,삼성타운,1996,84.75,9, 명장동,명장로20번길,00090,63-9,"    41,000",2022.3.23
1648,e편한세상동래명장1단지,2019,76.33,16, 명장동,명장로,00065,623,"    63,700",2022.3.25
1649,e편한세상동래명장1단지,2019,84.9,7, 명장동,명장로,00065,623,"    77,000",2022.3.26
1650,e편한세상동래명장1단지,2019,84.98,17, 명장동,명장로,00065,623,"    73,000",2022.3.26
1651,안락현대,2001,118.53,19, 안락동,삼어로,00009,15-26,"    56,400",2022.3.3
1652,안락경동리인,2015,96.7921,31, 안락동,충렬대로446번길,00067,1258,"    76,500",2022.3.3
1653,안락SKVIEW,1999,84.93,20, 안락동,충렬대로,00487,472-57,"    49,000",2022.3.4
1654,충렬지음,2019,47.881,10, 안락동,충렬대로,00370,433-4,"    22,000",2022.3.4
1655,안락뜨란채1단지,2005,74.65,18, 안락동,연안로,00071,1240,"    49,500",2022.3.5
1656,도시안락,1980,52.66,4, 안락동,명안로26번길,00122,470-2,"    13,500",2022.3.10
1657,안락뜨란채2단지,2005,59.98,5, 안락동,연안로,00074,1242,"    42,500",2022.3.14
1658,롯데캐슬애브뉴,2007,124.508,14, 안락동,충렬대로,00368,433-1,"    62,000",2022.3.15
1659,안락뜨란채2단지,2005,74.65,11, 안락동,연안로,00074,1242,"    54,800",2022.3.19
1660,센텀유림노르웨이숲,2013,84.8439,6, 안락동,연안로58번가길,00010,169-1,"    44,500",2022.3.20
1661,안락현대,2001,118.53,9, 안락동,삼어로,00009,15-26,"    56,700",2022.3.21
1662,안락SKVIEW,1999,59.813,24, 안락동,충렬대로,00487,472-57,"    44,000",2022.3.24
1663,안락뜨란채2단지,2005,51.86,10, 안락동,연안로,00074,1242,"    34,500",2022.3.25
1664,롯데캐슬애브뉴,2007,84.11,22, 안락동,충렬대로,00368,433-1,"    47,000",2022.3.25
1665,안락SKVIEW,1999,59.813,24, 안락동,충렬대로,00487,472-57,"    40,000",2022.3.28
1666,안락뜨란채2단지,2005,74.65,1, 안락동,연안로,00074,1242,"    52,500",2022.3.31
1667,동래벽산,1997,84.9,5, 낙민동,안남로,00047,92-9,"    43,600",2022.3.3
1668,한신2,1984,61.02,2, 낙민동,낙민로,00017,185-1,"    51,700",2022.3.7
1669,아델리아,2020,72.14,6, 낙민동,충렬대로238번가길,00049,294-22,"    36,600",2022.3.7
1670,동일센트럴,2011,67.6365,10, 낙민동,충렬대로256번가길,00012,296-1,"    20,400",2022.3.9
1671,포레나동래,2019,84.8287,5, 낙민동,온천천로339번길,00051,326,"    71,800",2022.3.12
1672,동래벽산,1997,59.916,7, 낙민동,안남로,00047,92-9,"    31,200",2022.3.14
1673,중앙하이츠2,1996,84.83,21, 낙민동,안남로,00036,90-6,"    46,500",2022.3.16
1674,대신탑스빌,2003,84.44,6, 낙민동,충렬대로272번길,00032,214-3,"    39,700",2022.3.18
1675,아델리아,2020,72.14,3, 낙민동,충렬대로238번가길,00049,294-22,"    36,000",2022.3.19
1676,포레나동래,2019,84.6439,3, 낙민동,온천천로339번길,00051,326,"    70,000",2022.3.21
1677,동일센트럴,2011,67.6365,4, 낙민동,충렬대로256번가길,00012,296-1,"    19,600",2022.3.22
1678,포레나동래,2019,84.6439,39, 낙민동,온천천로339번길,00051,326,"    74,800",2022.3.24
1679,한양,1980,96.4,11, 낙민동,충렬대로,00314,172,"    79,000",2022.3.26
1680,우성베스토피아,1989,84.87,10, 복천동,복천로5번길,00034,500-1,"    49,000",2022.3.29
1681,경보이리스힐,2012,82,9, 수안동,명륜로,00069,4-5,"    35,500",2022.3.5
1682,부일산호맨션,1983,84.34,1, 수안동,명륜로75번길,00057,7-4,"    45,000",2022.3.13
1683,제일(8-3),1979,81.26,1, 수안동,충렬대로202번길,00077,8-3,"    68,500",2022.3.14
1684,새동래3,1981,42.15,4, 수안동,온천천로285번길,00028,34-1,"    30,500",2022.3.17
1685,경보이리스힐,2012,82,2, 수안동,명륜로,00069,4-5,"    31,000",2022.3.26
1686,훼밀리빌라트,2003,79.63,4, 명륜동,온천천로,00031,714-45,"    37,000",2022.3.2
1687,로얄캐슬,2003,84.18,11, 명륜동,명륜로,00140,567-3,"    39,000",2022.3.16
1688,천일스카이원,2018,49.918,6, 명륜동,명륜로,00151,618-5,"    25,000",2022.3.16
1689,명륜아이파크1단지,2013,84.9949,12, 명륜동,명륜로,00170,757,"    87,200",2022.3.21
1690,명륜2차아이파크2단지,2015,84.9138,15, 명륜동,시실로,00073,788,"    70,300",2022.3.27
1691,천일스카이원,2018,49.8673,9, 명륜동,명륜로,00151,618-5,"    27,000",2022.3.27
1692,스파맨션,1987,81.99,3, 온천동,금강공원로,00010,165-2,"    47,000",2022.3.1
1693,온천화신아파트,1991,163.16,15, 온천동,쇠미로235번길,00009,1129-2,"    29,300",2022.3.2
1694,신화타워,1999,59.79,23, 온천동,온천장로,00020,456-29,"    21,000",2022.3.3
1695,동래3차SKVIEW,2021,84.816,16, 온천동,온천장로65번길,00009,1850,"    42,000",2022.3.3
1696,현대1차,1997,42.63,8, 양정동,동평로,00352,458-5,"    23,500",2022.3.4
1697,백조,1983,73.74,4, 양정동,동평로,00409,406-4,"    46,000",2022.3.5
1698,현대2차,1998,59.95,22, 양정동,거제대로,00037,458-20,"    39,000",2022.3.5
1699,양정역퀸즈팰리스,2017,49.85,15, 양정동,거제대로48번길,00020,397-1,"    20,000",2022.3.7
1700,수정캐슬,2014,49.81,6, 양정동,중앙대로,00962,272-2,"    16,000",2022.3.8
1701,수목하우스,2017,49.29,12, 양정동,중앙대로980번길,00041,141-10,"    20,700",2022.3.13
1702,현대1차,1997,84.99,12, 양정동,동평로,00352,458-5,"    50,000",2022.3.19
1703,양정퀸즈더블유에디션,2019,49.5952,13, 양정동,연수로,00037,271-9,"    23,000",2022.3.19
1704,현대1차,1997,84.99,12, 양정동,동평로,00352,458-5,"    50,000",2022.3.19
1705,굿모닝뷰,2016,62.22,8, 양정동,거제대로60번길,00024,388-2,"    22,500",2022.3.21
1706,굿모닝뷰,2016,73.04,9, 양정동,거제대로60번길,00024,388-2,"    25,800",2022.3.21
1707,양정센텀,2015,129.45,6, 양정동,연수로,00057,109-9,"    38,000",2022.3.22
1708,현대2차,1998,59.95,12, 양정동,거제대로,00037,458-20,"    39,000",2022.3.23
1709,초원,1983,49.53,5, 양정동,동평로,00329,463-1,"    14,300",2022.3.24
1710,현대1차,1997,42.63,8, 양정동,동평로,00352,458-5,"    24,500",2022.3.26
1711,샛별스위트,2017,43.6282,3, 양정동,양연로6번길,00012,7-12,"    19,300",2022.3.27
1712,엘리시아,2007,84.93,8, 양정동,중앙대로,00966,270-3,"    23,900",2022.3.30
1713,몽뜨레,2013,23.75,12, 전포동,전포대로189번길,00030,693-2,"     9,100",2022.3.1
1714,서면한신,1997,59.72,4, 전포동,전포대로,00294,33-9,"    40,500",2022.3.3
1715,삼정코아,2004,27.72,4, 전포동,동천로,00134,878-26,"     6,700",2022.3.4
1716,서면한신,1997,59.72,15, 전포동,전포대로,00294,33-9,"    39,200",2022.3.8
1717,삼정코아,2004,26.61,10, 전포동,동천로,00134,878-26,"     6,500",2022.3.8
1718,서면한신,1997,59.72,16, 전포동,전포대로,00294,33-9,"    40,600",2022.3.11
1719,서면아이파크1단지,2021,42.6832,16, 전포동,동성로,00050,908,"    52,800",2022.3.11
1720,서면아이파크1단지,2021,84.7288,5, 전포동,동성로,00050,908,"    82,000",2022.3.11
1721,한웅인터빌,2004,23.97,11, 전포동,전포대로,00162,362-62,"     5,400",2022.3.12
1722,서면아이파크1단지,2021,84.9385,2, 전포동,동성로,00050,908,"    75,000",2022.3.12
1723,한웅인터빌,2004,37.88,8, 전포동,전포대로,00162,362-62,"     8,500",2022.3.12
1724,전포시영,1978,40.1,5, 전포동,진남로,00336,326,"    18,000",2022.3.14
1725,몽뜨레,2013,23.75,3, 전포동,전포대로189번길,00030,693-2,"     7,700",2022.3.14
1726,서면롯데캐슬스카이,2004,72.2103,2, 전포동,전포대로275번길,00020,587,"    60,000",2022.3.15
1727,예일프라자,1987,75.3,6, 전포동,서전로37번길,00025,661-2,"    16,800",2022.3.17
1728,서면노르웨이아침,2004,30.49,9, 전포동,동천로,00010,892-21,"     6,350",2022.3.17
1729,전포시영,1978,40.1,3, 전포동,진남로,00336,326,"    18,000",2022.3.19
1730,서면노르웨이아침,2004,30.49,6, 전포동,동천로,00010,892-21,"     5,500",2022.3.19
1731,서면한신,1997,84.98,20, 전포동,전포대로,00294,33-9,"    52,000",2022.3.24
1732,서면쌍용플래티넘,2004,31.425,19, 전포동,동천로,00070,683-11,"    10,500",2022.3.26
1733,스윗팰리스,2018,45.7,18, 전포동,전포대로,00204,312-31,"    25,000",2022.3.26
1734,서면롯데캐슬스카이,2004,33.7495,8, 전포동,전포대로275번길,00020,587,"    15,400",2022.3.28
1735,서면롯데캐슬스카이,2004,59.9438,2, 전포동,전포대로275번길,00020,587,"    45,000",2022.3.30
1736,메리온시티,2016,45.67,11, 전포동,서전로46번길,00090,694-6,"    20,000",2022.3.30
1737,더샵센트럴스타,2011,153.166,11, 부전동,중앙대로666번길,00050,537-9,"   110,500",2022.3.2
1738,네오스포,1999,84.645,5, 부전동,신천대로,00122,450,"    27,500",2022.3.4
1739,대동레미안더오션2,2017,42.76,11, 부전동,가야대로755번길,00026,417-6,"    24,000",2022.3.7
1740,더샵센트럴스타,2011,121.21,42, 부전동,중앙대로666번길,00050,537-9,"    90,000",2022.3.18
1741,부영,1976,35.11,4, 부전동,가야대로755번길,00055,410-5,"     7,400",2022.3.23
1742,대동레미안더오션,2017,77.51,12, 부전동,부전로111번길,00015,415-1,"    40,400",2022.3.24
1743,더샵센트럴스타,2011,154.28,21, 부전동,중앙대로666번길,00050,537-9,"   108,500",2022.3.26
1744,성원더프라임아파트,2016,57.0109,12, 부전동,부전로95번길,00033,424-2,"    25,000",2022.3.26
1745,네오스포,1999,84.645,8, 부전동,신천대로,00122,450,"    27,800",2022.3.28
1746,금곡5단지주공,1994,49.77,9, 금곡동,효열로37번길,00022,1112-2,"    15,000",2022.3.1
1747,금곡8단지주공,1996,42.29,6, 금곡동,효열로,00134,810,"     8,600",2022.3.3
1748,협진태양·조성아파트,1994,67.97,8, 금곡동,효열로162번길,00039,97-11,"    16,350",2022.3.4
1749,율리역벽산블루밍1단지,2014,84.987,8, 금곡동,효열로,00001,1915,"    45,000",2022.3.4
1750,금곡9단지주공,1996,39.41,6, 금곡동,효열로,00098,810,"     8,200",2022.3.4
1751,금곡3단지주공,1994,49.77,9, 금곡동,효열로220번길,00023,57-1,"    11,700",2022.3.4
1752,금곡5단지주공,1994,41.85,3, 금곡동,효열로37번길,00022,1112-2,"    11,200",2022.3.5
1753,금곡5단지주공,1994,41.85,3, 금곡동,효열로37번길,00022,1112-2,"    10,700",2022.3.7
1754,금곡9단지주공,1996,39.41,7, 금곡동,효열로,00098,810,"     8,000",2022.3.7
1755,금곡6단지주공,1995,49.32,9, 금곡동,효열로,00040,1110,"    13,500",2022.3.7
1756,금곡6단지주공,1995,49.32,19, 금곡동,효열로,00040,1110,"    13,450",2022.3.7
1757,금곡3단지주공,1994,41.85,7, 금곡동,효열로220번길,00023,57-1,"     8,900",2022.3.8
1758,금곡9단지주공,1996,39.43,9, 금곡동,효열로,00098,810,"     8,000",2022.3.10
1759,금곡6단지주공,1995,48.89,2, 금곡동,효열로,00040,1110,"    13,000",2022.3.11
1760,금곡9단지주공,1996,39.43,2, 금곡동,효열로,00098,810,"     8,500",2022.3.11
1761,유림2차(1),1994,101.92,7, 금곡동,효열로,00193,96-1,"    25,000",2022.3.12
1762,동원역삼정그린코아,2014,71.0496,6, 금곡동,효열로,00135,832,"    34,300",2022.3.12
1763,화명뜨란채,2004,84.68,9, 금곡동,화명신도시로,00219,1895,"    43,000",2022.3.12
1764,금곡6단지주공,1995,48.89,20, 금곡동,효열로,00040,1110,"    13,000",2022.3.12
1765,금곡3단지주공,1994,41.85,14, 금곡동,효열로220번길,00023,57-1,"     9,200",2022.3.12
1766,신화명리버뷰자이아파트,2015,84.99,13, 금곡동,금곡대로470번길,00029,1918,"    44,900",2022.3.15
1767,금곡화목타운,1994,68.12,8, 금곡동,효열로220번길,00022,97-10,"    16,000",2022.3.16
1768,금곡3단지주공,1994,41.85,8, 금곡동,효열로220번길,00023,57-1,"     9,000",2022.3.17
1769,신화명리버뷰자이아파트,2015,84.9646,18, 금곡동,금곡대로470번길,00029,1918,"    48,500",2022.3.17
1770,신화명리버뷰자이아파트,2015,84.99,23, 금곡동,금곡대로470번길,00029,1918,"    47,300",2022.3.17
1771,금곡3단지주공,1994,41.85,2, 금곡동,효열로220번길,00023,57-1,"     7,950",2022.3.17
1772,금곡3단지주공,1994,59.97,7, 금곡동,효열로220번길,00023,57-1,"    10,500",2022.3.18
1773,금곡화목타운,1994,68.12,12, 금곡동,효열로220번길,00022,97-10,"    17,500",2022.3.18
1774,금곡6단지주공,1995,49.32,21, 금곡동,효열로,00040,1110,"    13,350",2022.3.18
1775,금곡5단지주공,1994,42.75,8, 금곡동,효열로37번길,00022,1112-2,"    10,000",2022.3.18
1776,금곡9단지주공,1996,39.41,4, 금곡동,효열로,00098,810,"     8,100",2022.3.19
1777,금곡화목타운,1994,68.12,15, 금곡동,효열로220번길,00022,97-10,"    16,800",2022.3.19
1778,금곡3단지주공,1994,41.85,6, 금곡동,효열로220번길,00023,57-1,"     8,500",2022.3.21
1779,율리역벽산블루밍1단지,2014,84.991,9, 금곡동,효열로,00001,1915,"    48,500",2022.3.21
1780,금곡6단지주공,1995,48.89,16, 금곡동,효열로,00040,1110,"    12,500",2022.3.21
1781,협진태양·조성아파트,1994,67.97,18, 금곡동,효열로162번길,00041,97-11,"    14,740",2022.3.22
1782,화명뜨란채,2004,59.77,4, 금곡동,화명신도시로,00219,1895,"    28,450",2022.3.22
1783,금곡3단지주공,1994,41.85,14, 금곡동,효열로220번길,00023,57-1,"     8,000",2022.3.23
1784,금곡9단지주공,1996,39.41,10, 금곡동,효열로,00098,810,"     9,050",2022.3.23
1785,금곡6단지주공,1995,49.32,21, 금곡동,효열로,00040,1110,"    10,000",2022.3.23
1786,금곡6단지주공,1995,48.89,4, 금곡동,효열로,00040,1110,"    13,500",2022.3.23
1787,금곡6단지주공,1995,48.89,17, 금곡동,효열로,00040,1110,"    12,900",2022.3.26
1788,신화명리버뷰자이아파트,2015,84.99,17, 금곡동,금곡대로470번길,00029,1918,"    50,500",2022.3.26
1789,화명뜨란채,2004,59.77,13, 금곡동,화명신도시로,00219,1895,"    31,500",2022.3.26
1790,금곡9단지주공,1996,39.41,17, 금곡동,효열로,00098,810,"     8,800",2022.3.26
1791,금곡9단지주공,1996,39.43,1, 금곡동,효열로,00098,810,"     7,300",2022.3.27
1792,금곡3단지주공,1994,58.65,10, 금곡동,효열로220번길,00023,57-1,"    14,000",2022.3.29
1793,금곡8단지주공,1996,42.29,13, 금곡동,효열로,00134,810,"     7,800",2022.3.29
1794,금곡3단지주공,1994,59.97,9, 금곡동,효열로220번길,00023,57-1,"    12,500",2022.3.30
1795,금곡5단지주공,1994,42.75,17, 금곡동,효열로37번길,00022,1112-2,"    11,700",2022.3.31
1796,동양한신,1995,84.96,14, 삼락동,운산로,00025,418-8,"    30,500",2022.3.9
1797,동양한신,1995,59.99,5, 삼락동,운산로,00025,418-8,"    18,500",2022.3.28
1798,모라동골든파크,2005,84.955,4, 모라동,사상로,00508,991-2,"    25,700",2022.3.2
1799,삼정그린코아,1993,84.99,13, 모라동,백양대로934번길,00020,334,"    19,500",2022.3.4
1800,모라동원타운,1989,84.99,15, 모라동,백양대로,00879,1361,"    24,400",2022.3.5
1801,모라동원타운,1989,67.45,7, 모라동,백양대로,00879,1361,"    20,000",2022.3.5
1802,모라동원타운,1989,76.33,10, 모라동,백양대로,00879,1361,"    24,500",2022.3.7
1803,우신모라,1992,59.99,13, 모라동,백양대로,00880,1362,"    15,500",2022.3.7
1804,주공4,1993,41.16,6, 모라동,모라로192번길,00050,75,"     9,000",2022.3.8
1805,한일,1989,83.34,4, 모라동,백양대로950번나길,00080,1326,"    14,000",2022.3.8
1806,화인,1995,59.94,23, 모라동,백양대로934번길,00052,314,"    13,600",2022.3.9
1807,화인,1995,59.94,23, 모라동,백양대로934번길,00052,314,"    13,600",2022.3.9
1808,주공4,1993,41.16,2, 모라동,모라로192번길,00050,75,"     8,000",2022.3.10
1809,모라동원타운,1989,67.45,6, 모라동,백양대로,00879,1361,"    21,900",2022.3.11
1810,모라동원타운,1989,84.97,11, 모라동,백양대로,00879,1361,"    25,800",2022.3.12
1811,우신모라,1992,59.99,6, 모라동,백양대로,00880,1362,"    16,400",2022.3.12
1812,모라동원타운,1989,76.87,10, 모라동,백양대로,00879,1361,"    24,700",2022.3.12
1813,우신모라,1992,59.67,9, 모라동,백양대로,00880,1362,"    15,600",2022.3.14
1814,주공4,1993,49.94,5, 모라동,모라로192번길,00050,75,"    11,500",2022.3.14
1815,주공4,1993,49.94,8, 모라동,모라로192번길,00050,75,"    12,400",2022.3.14
1816,협성,1989,82.345,1, 모라동,백양대로950번나길,00014,1341,"    12,200",2022.3.15
1817,화인,1995,59.94,9, 모라동,백양대로934번길,00052,314,"    13,925",2022.3.15
1818,학산그린타운,1993,78.68,5, 모라동,모라로,00136,421,"    17,000",2022.3.17
1819,모라동골든파크,2005,84.955,10, 모라동,사상로,00508,991-2,"    29,000",2022.3.17
1820,한일,1989,81.72,5, 모라동,백양대로950번나길,00080,1326,"    13,700",2022.3.17
1821,모라벽산,2001,84.9,2, 모라동,백양대로934번길,00084,203,"    23,500",2022.3.18
1822,우신모라,1992,59.99,12, 모라동,백양대로,00880,1362,"    16,300",2022.3.18
1823,우신모라,1992,74.93,1, 모라동,백양대로,00880,1362,"    19,500",2022.3.18
1824,백양그린,1992,49.94,14, 모라동,모라로110번길,00088,552,"    14,500",2022.3.18
1825,우신모라,1992,74.93,1, 모라동,백양대로,00880,1362,"    19,000",2022.3.19
1826,우신모라,1992,78.84,1, 모라동,백양대로,00880,1362,"    16,000",2022.3.19
1827,모라동원타운,1989,67.45,1, 모라동,백양대로,00879,1361,"    18,500",2022.3.21
1828,주공4,1993,49.94,10, 모라동,모라로192번길,00050,75,"    12,480",2022.3.21
1829,모라역베스티움더시티,2020,49.55,19, 모라동,모라로64번길,00082,1375-1,"    20,000",2022.3.24
1830,백양그린,1992,49.94,2, 모라동,모라로110번길,00088,552,"    11,700",2022.3.25
1831,우신모라,1992,74.93,4, 모라동,백양대로,00880,1362,"    20,000",2022.3.25
1832,우신모라,1992,59.67,5, 모라동,백양대로,00880,1362,"    15,300",2022.3.25
1833,우성,1989,72.42,6, 모라동,백양대로,00906,1357,"    24,500",2022.3.25
1834,백양그린,1992,49.94,9, 모라동,모라로110번길,00088,552,"    13,900",2022.3.25
1835,사상구남역동원로얄듀크,2019,84.9117,5, 모라동,백양대로934번길,00094,1380,"    53,000",2022.3.27
1836,백양그린,1992,49.94,6, 모라동,모라로110번길,00088,552,"    14,400",2022.3.28
1837,우성,1989,72.42,2, 모라동,백양대로,00906,1357,"    20,000",2022.3.30
1838,화인,1995,73.44,21, 모라동,백양대로934번길,00052,314,"    17,000",2022.3.30
1839,우신모라,1992,47.37,6, 모라동,백양대로,00880,1362,"    15,250",2022.3.31
1840,부창스카이빌,2004,78.07,7, 모라동,모라로110번길,00055,420-3,"    15,800",2022.3.31
1841,한일,1989,81.72,2, 모라동,백양대로950번나길,00080,1326,"    15,000",2022.3.31
1842,주공4,1993,49.94,12, 모라동,모라로192번길,00050,75,"    11,900",2022.3.31
1843,덕포경동메르빌,2013,74.0038,17, 덕포동,덕상로,00008,793,"    26,500",2022.3.1
1844,남영,1993,37.62,13, 덕포동,백양대로,00716,789,"     8,400",2022.3.2
1845,오양힐타운,1992,84.945,3, 덕포동,덕상로,00008,51,"    17,200",2022.3.3
1846,반도보라,1984,82.17,2, 괴정동,낙동대로140번길,00085,192-3,"    19,000",2022.3.4
1847,괴정한일하나로타운,1989,62.85,3, 괴정동,오작로,00152,11-2,"    12,000",2022.3.4
1848,신익타운,1991,102.38,10, 괴정동,오작로,00046,398-22,"    20,800",2022.3.7
1849,괴정자유2차,1997,162.27,2, 괴정동,승학로233번길,00050,1064-1,"    27,500",2022.3.7
1850,벽산하이츠타운,1995,56.94,3, 괴정동,오작로,00104,352-34,"    12,000",2022.3.9
1851,괴정자유3,1997,130.28,12, 괴정동,승학로233번길,00033,1065,"    28,000",2022.3.9
1852,괴정한신,1997,84.74,11, 괴정동,승학로,00221,795-14,"    31,500",2022.3.12
1853,신괴정화신아파트,1990,111.28,11, 괴정동,오작로,00068,398-23,"    18,300",2022.3.16
1854,극동스타클래스,2007,59.8915,16, 괴정동,대티로1번길,00022,213-6,"    30,000",2022.3.23
1855,괴정자유3,1997,58.975,1, 괴정동,승학로233번길,00033,1065,"    14,000",2022.3.26
1856,동아파크,1992,84.97,12, 괴정동,오작로,00138,350-72,"    13,800",2022.3.28
1857,신익타운,1991,102.38,1, 괴정동,오작로,00046,398-22,"    18,000",2022.3.28
1858,괴정경동메르빌,2006,84.986,13, 괴정동,괴정로244번길,00057,619-16,"    22,000",2022.3.29
1859,신동양,1979,62.48,3, 괴정동,낙동대로,00265,547-1,"    32,700",2022.3.30
1860,괴정경동메르빌,2006,84.986,10, 괴정동,괴정로244번길,00057,619-16,"    23,400",2022.3.31
1861,극동스타클래스,2007,84.898,16, 괴정동,대티로1번길,00022,213-6,"    34,500",2022.3.31
1862,우림그린맨션,1991,84.78,4, 당리동,제석로95번길,00022,33-3,"    13,000",2022.3.5
1863,혜성,1996,59.91,7, 당리동,제석로,00127,17-2,"    13,900",2022.3.5
1864,당리형제,1998,59.91,10, 당리동,제석로95번길,00021,39-18,"    11,350",2022.3.6
1865,당리푸르지오,2013,102.2953,3, 당리동,승학로71번길,00030,572,"    66,000",2022.3.7
1866,혜성,1996,59.91,16, 당리동,제석로,00127,17-2,"    12,700",2022.3.10
1867,혜성,1996,84.36,10, 당리동,제석로,00127,17-2,"    19,200",2022.3.10
1868,당리푸르지오,2013,59.9589,18, 당리동,승학로71번길,00030,572,"    48,200",2022.3.13
1869,당리경보이리스힐,2017,71.0277,21, 당리동,승학로71번길,00146,577,"    26,500",2022.3.14
1870,혜성,1996,84.36,6, 당리동,제석로,00127,17-2,"    16,000",2022.3.15
1871,당리에덴동산타운,1989,51.48,5, 당리동,승학로131번길,00039,353-22,"     9,700",2022.3.29
1872,당리경보이리스힐,2017,66.0265,15, 당리동,승학로71번길,00146,577,"    23,350",2022.3.29
1873,당리경보이리스힐,2017,66.0265,18, 당리동,승학로71번길,00146,577,"    23,400",2022.3.29
